,ts_event,open,high,low,close,volume,product_id,ticker
6,2022-03-16 08:01:00,290.6,290.71,290.5,290.5,100,7316,MSFT
17,2022-03-16 08:02:00,290.95,290.95,290.51,290.51,30,7316,MSFT
20,2022-03-16 08:03:00,290.77,290.9,290.65,290.8,230,7316,MSFT
24,2022-03-16 08:04:00,290.8,290.94,290.48,290.94,290,7316,MSFT
32,2022-03-16 08:05:00,290.9,290.9,290.4,290.4,2028,7316,MSFT
37,2022-03-16 08:06:00,290.4,290.52,290.4,290.51,40,7316,MSFT
47,2022-03-16 08:07:00,290.51,290.6,290.1,290.18,344,7316,MSFT
55,2022-03-16 08:08:00,290.57,290.57,290.33,290.33,31,7316,MSFT
65,2022-03-16 08:09:00,290.33,290.34,290.33,290.34,14,7316,MSFT
68,2022-03-16 08:10:00,290.38,290.38,290.33,290.33,37,7316,MSFT
75,2022-03-16 08:11:00,290.32,290.32,290.28,290.28,61,7316,MSFT
82,2022-03-16 08:12:00,290.2,290.84,290.2,290.3,2053,7316,MSFT
93,2022-03-16 08:13:00,290.35,290.43,290.35,290.43,482,7316,MSFT
96,2022-03-16 08:14:00,290.46,290.46,290.25,290.25,335,7316,MSFT
101,2022-03-16 08:15:00,290.25,290.3,290.24,290.3,365,7316,MSFT
107,2022-03-16 08:16:00,290.7,290.85,290.7,290.85,51,7316,MSFT
115,2022-03-16 08:17:00,290.84,291.0,290.84,291.0,112,7316,MSFT
126,2022-03-16 08:18:00,291.02,291.02,290.58,290.62,101,7316,MSFT
130,2022-03-16 08:19:00,290.84,291.61,290.67,291.61,701,7316,MSFT
139,2022-03-16 08:20:00,291.63,291.7,291.22,291.7,1002,7316,MSFT
151,2022-03-16 08:21:00,291.67,291.7,291.32,291.48,542,7316,MSFT
157,2022-03-16 08:22:00,291.32,291.72,291.32,291.4,104,7316,MSFT
167,2022-03-16 08:23:00,291.37,291.37,291.37,291.37,1,7316,MSFT
168,2022-03-16 08:24:00,291.48,291.48,291.48,291.48,1,7316,MSFT
178,2022-03-16 08:25:00,291.48,291.5,291.38,291.4,52,7316,MSFT
185,2022-03-16 08:26:00,291.4,291.4,291.4,291.4,9,7316,MSFT
193,2022-03-16 08:27:00,291.3,291.81,291.3,291.77,247,7316,MSFT
202,2022-03-16 08:28:00,291.73,291.99,291.73,291.99,400,7316,MSFT
207,2022-03-16 08:29:00,291.99,291.99,291.8,291.8,109,7316,MSFT
212,2022-03-16 08:30:00,291.84,291.84,291.84,291.84,2,7316,MSFT
219,2022-03-16 08:31:00,291.75,291.75,291.6,291.64,276,7316,MSFT
229,2022-03-16 08:32:00,291.6,291.84,291.6,291.84,44,7316,MSFT
235,2022-03-16 08:33:00,291.84,291.84,291.84,291.84,12,7316,MSFT
241,2022-03-16 08:34:00,291.85,291.9,291.85,291.85,99,7316,MSFT
250,2022-03-16 08:35:00,291.97,291.97,291.93,291.93,35,7316,MSFT
252,2022-03-16 08:36:00,291.69,291.99,291.69,291.9,521,7316,MSFT
261,2022-03-16 08:37:00,292.0,292.3,291.9,292.3,239,7316,MSFT
264,2022-03-16 08:38:00,292.3,292.33,292.3,292.33,30,7316,MSFT
273,2022-03-16 08:39:00,292.32,292.32,292.29,292.29,22,7316,MSFT
282,2022-03-16 08:40:00,292.17,292.2,292.17,292.2,10,7316,MSFT
288,2022-03-16 08:41:00,292.19,292.21,292.18,292.21,11,7316,MSFT
296,2022-03-16 08:42:00,292.26,292.26,292.18,292.18,15,7316,MSFT
303,2022-03-16 08:43:00,292.12,292.12,291.84,291.84,624,7316,MSFT
306,2022-03-16 08:44:00,292.2,292.2,291.96,291.96,13,7316,MSFT
314,2022-03-16 08:45:00,291.85,291.98,291.85,291.98,40,7316,MSFT
320,2022-03-16 08:46:00,291.96,292.0,291.96,292.0,123,7316,MSFT
326,2022-03-16 08:47:00,292.0,292.02,291.99,292.02,39,7316,MSFT
340,2022-03-16 08:49:00,291.93,291.93,291.93,291.93,23,7316,MSFT
344,2022-03-16 08:50:00,291.93,291.93,291.93,291.93,4,7316,MSFT
350,2022-03-16 08:51:00,291.93,291.93,291.89,291.89,6,7316,MSFT
356,2022-03-16 08:52:00,291.85,291.85,291.36,291.66,538,7316,MSFT
360,2022-03-16 08:53:00,291.48,291.48,291.22,291.22,211,7316,MSFT
365,2022-03-16 08:54:00,291.22,291.3,291.22,291.3,52,7316,MSFT
370,2022-03-16 08:55:00,291.4,291.7,291.4,291.7,543,7316,MSFT
375,2022-03-16 08:56:00,291.62,291.62,291.62,291.62,1,7316,MSFT
380,2022-03-16 08:57:00,291.51,291.6,291.4,291.4,147,7316,MSFT
386,2022-03-16 08:58:00,291.5,291.66,291.5,291.66,13,7316,MSFT
390,2022-03-16 08:59:00,291.63,291.64,291.5,291.5,112,7316,MSFT
398,2022-03-16 09:00:00,291.57,291.63,291.57,291.63,50,7316,MSFT
401,2022-03-16 09:01:00,291.68,291.7,291.51,291.7,14,7316,MSFT
406,2022-03-16 09:02:00,291.7,291.7,291.7,291.7,7,7316,MSFT
413,2022-03-16 09:03:00,291.7,291.7,291.7,291.7,4,7316,MSFT
422,2022-03-16 09:04:00,291.7,291.75,291.7,291.75,39,7316,MSFT
428,2022-03-16 09:05:00,291.7,291.82,291.7,291.82,18,7316,MSFT
432,2022-03-16 09:06:00,291.84,291.98,291.84,291.98,92,7316,MSFT
438,2022-03-16 09:07:00,291.98,292.47,291.98,292.39,386,7316,MSFT
444,2022-03-16 09:08:00,292.35,292.35,292.03,292.3,197,7316,MSFT
447,2022-03-16 09:09:00,292.29,292.34,292.2,292.2,15,7316,MSFT
458,2022-03-16 09:10:00,292.19,292.29,292.19,292.2,9,7316,MSFT
465,2022-03-16 09:11:00,292.2,292.2,292.2,292.2,18,7316,MSFT
470,2022-03-16 09:12:00,292.24,292.33,292.1,292.33,142,7316,MSFT
477,2022-03-16 09:14:00,292.27,292.3,292.27,292.3,25,7316,MSFT
482,2022-03-16 09:15:00,292.28,292.28,292.2,292.27,147,7316,MSFT
489,2022-03-16 09:16:00,292.45,292.45,292.26,292.26,17,7316,MSFT
496,2022-03-16 09:17:00,292.29,292.29,292.29,292.29,5,7316,MSFT
503,2022-03-16 09:18:00,292.29,292.3,292.29,292.3,33,7316,MSFT
510,2022-03-16 09:19:00,292.39,292.4,292.39,292.39,109,7316,MSFT
512,2022-03-16 09:20:00,292.31,292.31,292.3,292.3,40,7316,MSFT
516,2022-03-16 09:21:00,292.3,292.3,292.29,292.29,52,7316,MSFT
520,2022-03-16 09:22:00,292.39,292.39,292.27,292.38,74,7316,MSFT
527,2022-03-16 09:23:00,292.35,292.4,292.35,292.4,101,7316,MSFT
538,2022-03-16 09:24:00,292.34,292.34,292.28,292.28,83,7316,MSFT
542,2022-03-16 09:25:00,292.34,292.34,292.31,292.31,22,7316,MSFT
545,2022-03-16 09:26:00,292.44,292.5,292.37,292.37,510,7316,MSFT
