,ts_event,open,high,low,close,volume,product_id,ticker
4,2022-02-08 09:00:00,302.75,302.75,302.75,302.75,15,7241,MSFT
17,2022-02-08 09:01:00,302.61,302.61,302.25,302.25,414,7241,MSFT
21,2022-02-08 09:02:00,302.25,302.25,302.15,302.15,132,7241,MSFT
28,2022-02-08 09:03:00,302.09,302.09,302.09,302.09,5,7241,MSFT
34,2022-02-08 09:04:00,302.0,302.25,301.97,302.25,590,7241,MSFT
38,2022-02-08 09:05:00,302.02,302.1,302.0,302.03,177,7241,MSFT
43,2022-02-08 09:06:00,302.1,302.25,302.1,302.17,33,7241,MSFT
49,2022-02-08 09:07:00,302.17,302.17,302.1,302.12,16,7241,MSFT
50,2022-02-08 09:08:00,302.12,302.12,302.1,302.1,101,7241,MSFT
57,2022-02-08 09:09:00,302.19,302.19,302.1,302.1,12,7241,MSFT
67,2022-02-08 09:10:00,302.1,302.1,302.0,302.0,274,7241,MSFT
72,2022-02-08 09:11:00,302.07,302.07,302.05,302.07,101,7241,MSFT
76,2022-02-08 09:12:00,302.0,302.0,301.97,301.97,166,7241,MSFT
80,2022-02-08 09:13:00,301.97,302.0,301.97,302.0,143,7241,MSFT
83,2022-02-08 09:14:00,302.0,302.0,302.0,302.0,40,7241,MSFT
89,2022-02-08 09:15:00,301.92,301.92,301.92,301.92,11,7241,MSFT
93,2022-02-08 09:16:00,302.07,302.1,302.07,302.1,171,7241,MSFT
98,2022-02-08 09:17:00,302.1,302.19,302.0,302.0,314,7241,MSFT
105,2022-02-08 09:18:00,302.2,302.2,302.19,302.2,270,7241,MSFT
107,2022-02-08 09:19:00,302.16,302.16,302.03,302.08,16,7241,MSFT
119,2022-02-08 09:21:00,302.08,302.42,302.08,302.42,109,7241,MSFT
123,2022-02-08 09:24:00,302.42,302.5,302.33,302.5,6,7241,MSFT
125,2022-02-08 09:25:00,302.5,302.5,302.5,302.5,1,7241,MSFT
127,2022-02-08 09:26:00,302.5,302.5,302.5,302.5,3,7241,MSFT
130,2022-02-08 09:27:00,302.43,302.43,302.43,302.43,25,7241,MSFT
135,2022-02-08 09:29:00,302.41,302.41,302.2,302.31,262,7241,MSFT
142,2022-02-08 09:30:00,302.23,302.23,302.15,302.15,365,7241,MSFT
152,2022-02-08 09:31:00,302.19,302.19,302.19,302.19,49,7241,MSFT
157,2022-02-08 09:32:00,302.18,302.18,302.0,302.0,110,7241,MSFT
166,2022-02-08 09:34:00,301.98,301.99,301.78,301.78,184,7241,MSFT
168,2022-02-08 09:35:00,301.77,301.77,301.75,301.75,100,7241,MSFT
172,2022-02-08 09:36:00,301.75,301.75,301.75,301.75,3,7241,MSFT
181,2022-02-08 09:38:00,301.79,301.79,301.79,301.79,10,7241,MSFT
183,2022-02-08 09:39:00,301.8,301.8,301.7,301.7,22,7241,MSFT
187,2022-02-08 09:40:00,301.93,301.93,301.93,301.93,2,7241,MSFT
192,2022-02-08 09:41:00,301.89,301.89,301.89,301.89,1,7241,MSFT
197,2022-02-08 09:42:00,301.8,301.8,301.43,301.59,116,7241,MSFT
204,2022-02-08 09:43:00,301.29,301.64,301.29,301.64,26,7241,MSFT
208,2022-02-08 09:45:00,301.82,301.82,301.81,301.81,25,7241,MSFT
212,2022-02-08 09:46:00,301.81,301.81,301.81,301.81,3,7241,MSFT
217,2022-02-08 09:47:00,301.81,301.81,301.81,301.81,28,7241,MSFT
219,2022-02-08 09:48:00,301.78,301.8,301.78,301.8,150,7241,MSFT
220,2022-02-08 09:49:00,301.8,301.8,301.8,301.8,14,7241,MSFT
221,2022-02-08 09:50:00,301.9,302.62,301.9,302.62,672,7241,MSFT
230,2022-02-08 09:51:00,302.58,302.58,302.5,302.5,192,7241,MSFT
233,2022-02-08 09:52:00,302.44,302.44,302.25,302.25,48,7241,MSFT
235,2022-02-08 09:53:00,302.0,302.0,301.8,301.8,38,7241,MSFT
240,2022-02-08 09:54:00,301.81,301.81,301.8,301.8,26,7241,MSFT
244,2022-02-08 09:55:00,301.75,301.75,301.3,301.3,720,7241,MSFT
251,2022-02-08 09:56:00,301.4,301.4,301.4,301.4,3,7241,MSFT
255,2022-02-08 09:57:00,301.59,301.59,301.59,301.59,1,7241,MSFT
256,2022-02-08 09:58:00,301.59,301.59,301.59,301.59,8,7241,MSFT
259,2022-02-08 09:59:00,301.5,301.5,301.29,301.29,111,7241,MSFT
