,ts_event,open,high,low,close,volume,product_id,ticker
0,2022-04-20 08:00:00,284.31,284.31,283.71,284.07,42,7357,MSFT
12,2022-04-20 08:01:00,284.13,284.13,283.94,283.95,9,7357,MSFT
19,2022-04-20 08:02:00,283.5,283.5,283.2,283.2,708,7357,MSFT
26,2022-04-20 08:03:00,283.41,283.5,283.2,283.5,340,7357,MSFT
35,2022-04-20 08:04:00,283.6,283.6,283.48,283.48,111,7357,MSFT
36,2022-04-20 08:05:00,283.5,283.57,283.47,283.57,138,7357,MSFT
42,2022-04-20 08:06:00,283.5,283.77,283.5,283.77,39,7357,MSFT
47,2022-04-20 08:07:00,283.7,283.7,283.7,283.7,5,7357,MSFT
51,2022-04-20 08:08:00,283.7,283.76,283.7,283.76,245,7357,MSFT
58,2022-04-20 08:09:00,283.89,284.21,283.89,284.01,529,7357,MSFT
69,2022-04-20 08:10:00,283.89,283.89,283.8,283.8,41,7357,MSFT
74,2022-04-20 08:11:00,283.8,284.08,283.8,284.01,39,7357,MSFT
78,2022-04-20 08:12:00,283.95,283.95,283.95,283.95,21,7357,MSFT
83,2022-04-20 08:13:00,283.97,283.97,283.95,283.95,22,7357,MSFT
88,2022-04-20 08:14:00,283.95,284.01,283.95,284.01,20,7357,MSFT
95,2022-04-20 08:15:00,284.01,284.07,283.95,283.95,52,7357,MSFT
100,2022-04-20 08:16:00,284.13,284.13,283.83,283.83,50,7357,MSFT
108,2022-04-20 08:17:00,283.96,283.97,283.86,283.96,96,7357,MSFT
112,2022-04-20 08:18:00,284.02,284.21,284.02,284.21,31,7357,MSFT
114,2022-04-20 08:19:00,284.2,284.24,284.0,284.0,65,7357,MSFT
119,2022-04-20 08:20:00,284.0,284.11,284.0,284.11,52,7357,MSFT
124,2022-04-20 08:21:00,284.16,284.29,284.16,284.29,345,7357,MSFT
133,2022-04-20 08:22:00,284.27,284.38,284.27,284.38,10,7357,MSFT
136,2022-04-20 08:23:00,284.38,284.43,284.27,284.31,135,7357,MSFT
137,2022-04-20 08:24:00,284.43,284.67,284.43,284.6,45,7357,MSFT
144,2022-04-20 08:26:00,284.6,284.6,284.6,284.6,45,7357,MSFT
149,2022-04-20 08:27:00,284.6,284.6,284.6,284.6,134,7357,MSFT
153,2022-04-20 08:28:00,284.6,284.6,284.6,284.6,102,7357,MSFT
156,2022-04-20 08:29:00,284.56,284.69,284.56,284.69,300,7357,MSFT
162,2022-04-20 08:30:00,284.5,284.5,284.25,284.25,327,7357,MSFT
170,2022-04-20 08:31:00,284.42,284.42,284.22,284.4,120,7357,MSFT
172,2022-04-20 08:32:00,284.1,284.1,284.1,284.1,100,7357,MSFT
181,2022-04-20 08:33:00,284.27,284.27,284.27,284.27,100,7357,MSFT
184,2022-04-20 08:34:00,284.43,284.43,284.25,284.25,31,7357,MSFT
191,2022-04-20 08:35:00,284.5,284.5,284.39,284.47,871,7357,MSFT
197,2022-04-20 08:36:00,284.49,284.81,284.49,284.5,285,7357,MSFT
206,2022-04-20 08:37:00,284.65,284.65,284.65,284.65,30,7357,MSFT
207,2022-04-20 08:38:00,284.6,284.6,284.49,284.49,34,7357,MSFT
