,ts_event,open,high,low,close,volume,product_id,ticker
1,2022-08-26 08:00:00,277.58,278.04,277.4,277.51,260,7354,MSFT
19,2022-08-26 08:02:00,277.84,277.84,277.84,277.84,20,7354,MSFT
24,2022-08-26 08:03:00,277.95,277.95,277.42,277.42,102,7354,MSFT
33,2022-08-26 08:05:00,277.57,277.57,277.57,277.57,5,7354,MSFT
40,2022-08-26 08:06:00,277.76,277.76,277.62,277.62,15,7354,MSFT
49,2022-08-26 08:08:00,277.74,277.74,277.65,277.65,70,7354,MSFT
52,2022-08-26 08:09:00,277.58,277.62,277.54,277.54,33,7354,MSFT
63,2022-08-26 08:11:00,277.58,277.62,277.58,277.62,62,7354,MSFT
71,2022-08-26 08:13:00,277.52,277.52,277.51,277.51,107,7354,MSFT
77,2022-08-26 08:14:00,277.52,277.53,277.52,277.53,2,7354,MSFT
79,2022-08-26 08:15:00,277.62,277.65,277.61,277.61,82,7354,MSFT
82,2022-08-26 08:16:00,277.63,277.64,277.63,277.64,20,7354,MSFT
85,2022-08-26 08:17:00,277.66,277.66,277.66,277.66,100,7354,MSFT
91,2022-08-26 08:20:00,277.62,277.8,277.62,277.8,35,7354,MSFT
96,2022-08-26 08:21:00,277.6,277.6,277.6,277.6,11,7354,MSFT
99,2022-08-26 08:22:00,277.6,277.6,277.56,277.56,2,7354,MSFT
101,2022-08-26 08:23:00,277.55,277.68,277.55,277.68,12,7354,MSFT
105,2022-08-26 08:25:00,277.53,277.53,277.45,277.45,35,7354,MSFT
106,2022-08-26 08:26:00,277.66,277.69,277.66,277.68,6,7354,MSFT
113,2022-08-26 08:27:00,277.68,277.68,277.6,277.6,4,7354,MSFT
117,2022-08-26 08:28:00,277.6,277.6,277.6,277.6,10,7354,MSFT
125,2022-08-26 08:31:00,277.43,277.43,277.19,277.19,278,7354,MSFT
128,2022-08-26 08:32:00,277.35,277.35,277.35,277.35,1,7354,MSFT
129,2022-08-26 08:33:00,277.59,277.59,277.59,277.59,2,7354,MSFT
133,2022-08-26 08:34:00,277.59,277.68,277.59,277.68,74,7354,MSFT
135,2022-08-26 08:35:00,277.68,277.68,277.68,277.68,5,7354,MSFT
138,2022-08-26 08:36:00,277.67,277.67,277.67,277.67,5,7354,MSFT
148,2022-08-26 08:38:00,277.45,277.45,277.45,277.45,10,7354,MSFT
150,2022-08-26 08:39:00,277.47,277.54,277.47,277.54,40,7354,MSFT
152,2022-08-26 08:40:00,277.48,277.48,277.46,277.46,100,7354,MSFT
154,2022-08-26 08:41:00,277.64,277.64,277.64,277.64,5,7354,MSFT
159,2022-08-26 08:42:00,277.5,277.5,277.5,277.5,58,7354,MSFT
162,2022-08-26 08:43:00,277.59,277.6,277.59,277.6,10,7354,MSFT
165,2022-08-26 08:44:00,277.5,277.7,277.5,277.7,6,7354,MSFT
167,2022-08-26 08:45:00,277.69,277.69,277.69,277.69,1,7354,MSFT
172,2022-08-26 08:46:00,277.7,277.7,277.7,277.7,35,7354,MSFT
177,2022-08-26 08:47:00,277.7,277.72,277.62,277.72,117,7354,MSFT
180,2022-08-26 08:48:00,277.77,277.77,277.77,277.77,7,7354,MSFT
190,2022-08-26 08:51:00,277.71,277.71,277.59,277.59,314,7354,MSFT
198,2022-08-26 08:54:00,277.68,277.68,277.68,277.68,20,7354,MSFT
202,2022-08-26 08:55:00,277.67,277.67,277.67,277.67,1,7354,MSFT
212,2022-08-26 08:59:00,277.59,277.59,277.46,277.46,257,7354,MSFT
217,2022-08-26 09:00:00,277.47,277.47,277.47,277.47,7,7354,MSFT
219,2022-08-26 09:01:00,277.69,277.69,277.69,277.69,1,7354,MSFT
221,2022-08-26 09:02:00,277.46,277.46,277.46,277.46,25,7354,MSFT
225,2022-08-26 09:04:00,277.5,277.5,277.48,277.48,2,7354,MSFT
230,2022-08-26 09:05:00,277.48,277.48,277.48,277.48,3,7354,MSFT
238,2022-08-26 09:07:00,277.49,277.49,277.34,277.4,115,7354,MSFT
244,2022-08-26 09:11:00,277.41,277.41,277.41,277.41,2,7354,MSFT
253,2022-08-26 09:16:00,277.55,277.55,277.41,277.41,115,7354,MSFT
258,2022-08-26 09:17:00,277.59,277.59,277.39,277.39,169,7354,MSFT
263,2022-08-26 09:18:00,277.23,277.38,277.2,277.23,753,7354,MSFT
265,2022-08-26 09:19:00,277.48,277.48,277.48,277.48,4,7354,MSFT
272,2022-08-26 09:21:00,277.48,277.48,277.48,277.48,1,7354,MSFT
274,2022-08-26 09:22:00,277.16,277.16,277.13,277.13,6,7354,MSFT
284,2022-08-26 09:26:00,277.21,277.21,277.21,277.21,5,7354,MSFT
286,2022-08-26 09:27:00,277.29,277.29,277.29,277.29,2,7354,MSFT
291,2022-08-26 09:28:00,277.22,277.22,277.22,277.22,93,7354,MSFT
293,2022-08-26 09:29:00,277.26,277.28,277.26,277.28,15,7354,MSFT
298,2022-08-26 09:31:00,277.25,277.25,276.84,276.84,116,7354,MSFT
302,2022-08-26 09:32:00,276.94,276.94,276.94,276.94,1,7354,MSFT
314,2022-08-26 09:37:00,277.19,277.19,277.05,277.05,22,7354,MSFT
320,2022-08-26 09:41:00,277.13,277.13,277.13,277.13,1,7354,MSFT
324,2022-08-26 09:43:00,277.14,277.14,277.14,277.14,10,7354,MSFT
337,2022-08-26 09:48:00,277.14,277.14,276.87,276.87,115,7354,MSFT
340,2022-08-26 09:49:00,276.88,276.88,276.79,276.79,115,7354,MSFT
343,2022-08-26 09:50:00,277.11,277.11,276.74,276.99,117,7354,MSFT
353,2022-08-26 09:54:00,277.05,277.05,277.05,277.05,25,7354,MSFT
356,2022-08-26 09:55:00,277.0,277.0,276.75,276.75,113,7354,MSFT
364,2022-08-26 10:01:00,277.0,277.0,277.0,277.0,1,7354,MSFT
367,2022-08-26 10:02:00,277.0,277.0,277.0,277.0,2,7354,MSFT
377,2022-08-26 10:09:00,277.05,277.05,277.05,277.05,9,7354,MSFT
386,2022-08-26 10:11:00,277.0,277.0,276.85,276.85,15,7354,MSFT
393,2022-08-26 10:16:00,277.32,277.4,277.32,277.4,218,7354,MSFT
399,2022-08-26 10:21:00,277.28,277.4,277.28,277.4,26,7354,MSFT
401,2022-08-26 10:22:00,277.41,277.41,277.4,277.4,102,7354,MSFT
405,2022-08-26 10:23:00,277.4,277.4,277.4,277.4,101,7354,MSFT
418,2022-08-26 10:30:00,277.67,277.67,277.67,277.67,10,7354,MSFT
422,2022-08-26 10:31:00,277.65,277.65,277.3,277.3,11,7354,MSFT
428,2022-08-26 10:33:00,277.32,277.32,277.32,277.32,19,7354,MSFT
437,2022-08-26 10:38:00,277.27,277.27,277.27,277.27,10,7354,MSFT
446,2022-08-26 10:46:00,277.32,277.35,277.32,277.35,124,7354,MSFT
451,2022-08-26 10:47:00,277.33,277.33,277.3,277.3,88,7354,MSFT
454,2022-08-26 10:48:00,277.38,277.38,277.38,277.38,300,7354,MSFT
462,2022-08-26 10:51:00,277.52,277.59,277.52,277.57,110,7354,MSFT
466,2022-08-26 10:54:00,277.55,277.55,277.55,277.55,2,7354,MSFT
473,2022-08-26 10:59:00,277.6,277.62,277.6,277.62,60,7354,MSFT
485,2022-08-26 11:00:00,277.63,277.8,277.63,277.8,190,7354,MSFT
492,2022-08-26 11:02:00,277.7,277.7,277.7,277.7,50,7354,MSFT
494,2022-08-26 11:03:00,277.7,277.7,277.65,277.65,892,7354,MSFT
503,2022-08-26 11:04:00,277.67,277.67,277.54,277.54,265,7354,MSFT
506,2022-08-26 11:05:00,277.48,277.48,277.42,277.42,4,7354,MSFT
509,2022-08-26 11:06:00,277.48,277.51,277.38,277.38,390,7354,MSFT
512,2022-08-26 11:07:00,277.39,277.39,277.34,277.34,100,7354,MSFT
517,2022-08-26 11:08:00,277.36,277.38,277.36,277.38,41,7354,MSFT
523,2022-08-26 11:09:00,277.39,277.39,277.39,277.39,3,7354,MSFT
530,2022-08-26 11:11:00,277.33,277.33,277.3,277.3,24,7354,MSFT
537,2022-08-26 11:12:00,277.3,277.35,277.3,277.35,190,7354,MSFT
542,2022-08-26 11:13:00,277.32,277.32,277.32,277.32,4,7354,MSFT
545,2022-08-26 11:14:00,277.32,277.34,277.32,277.34,50,7354,MSFT
549,2022-08-26 11:15:00,277.31,277.31,277.31,277.31,40,7354,MSFT
557,2022-08-26 11:17:00,277.28,277.28,277.28,277.28,20,7354,MSFT
563,2022-08-26 11:19:00,277.28,277.28,277.28,277.28,110,7354,MSFT
567,2022-08-26 11:20:00,277.39,277.39,277.39,277.39,63,7354,MSFT
570,2022-08-26 11:21:00,277.3,277.33,277.29,277.29,234,7354,MSFT
582,2022-08-26 11:25:00,277.36,277.36,277.36,277.36,9,7354,MSFT
591,2022-08-26 11:28:00,277.34,277.48,277.34,277.48,150,7354,MSFT
595,2022-08-26 11:29:00,277.5,277.51,277.5,277.51,100,7354,MSFT
602,2022-08-26 11:30:00,277.46,277.46,277.11,277.11,113,7354,MSFT
624,2022-08-26 11:36:00,277.28,277.28,277.23,277.23,15,7354,MSFT
638,2022-08-26 11:42:00,277.43,277.43,277.3,277.3,101,7354,MSFT
643,2022-08-26 11:43:00,277.33,277.35,277.33,277.35,167,7354,MSFT
646,2022-08-26 11:45:00,277.35,277.47,277.35,277.47,21,7354,MSFT
655,2022-08-26 11:47:00,277.52,277.56,277.52,277.56,121,7354,MSFT
657,2022-08-26 11:48:00,277.55,277.55,277.54,277.54,100,7354,MSFT
678,2022-08-26 11:54:00,277.7,277.7,277.7,277.7,1,7354,MSFT
681,2022-08-26 11:55:00,277.75,277.84,277.75,277.76,246,7354,MSFT
688,2022-08-26 11:56:00,277.76,277.76,277.75,277.75,383,7354,MSFT
