,ts_event,open,high,low,close,volume,product_id,ticker
3,2022-09-23 08:00:00,239.79,240.4,239.79,240.28,451,7348,MSFT
14,2022-09-23 08:01:00,240.39,240.4,240.16,240.16,581,7348,MSFT
20,2022-09-23 08:03:00,240.49,240.49,240.43,240.43,54,7348,MSFT
29,2022-09-23 08:04:00,240.38,240.57,240.31,240.31,108,7348,MSFT
32,2022-09-23 08:05:00,240.55,240.55,240.25,240.31,202,7348,MSFT
35,2022-09-23 08:06:00,240.32,240.32,240.25,240.3,350,7348,MSFT
41,2022-09-23 08:07:00,240.25,240.25,240.25,240.25,8,7348,MSFT
46,2022-09-23 08:08:00,240.14,240.21,239.8,239.8,517,7348,MSFT
55,2022-09-23 08:09:00,239.9,239.9,239.8,239.8,1001,7348,MSFT
59,2022-09-23 08:10:00,239.81,239.82,239.81,239.82,10,7348,MSFT
65,2022-09-23 08:11:00,239.83,239.83,239.62,239.64,926,7348,MSFT
67,2022-09-23 08:12:00,239.74,239.82,239.61,239.61,824,7348,MSFT
71,2022-09-23 08:13:00,239.69,239.7,239.54,239.55,723,7348,MSFT
81,2022-09-23 08:15:00,239.66,239.66,239.61,239.61,70,7348,MSFT
86,2022-09-23 08:16:00,239.78,239.78,239.78,239.78,1,7348,MSFT
90,2022-09-23 08:17:00,239.7,239.7,239.7,239.7,86,7348,MSFT
95,2022-09-23 08:18:00,239.7,239.83,239.7,239.83,41,7348,MSFT
99,2022-09-23 08:19:00,239.67,239.85,239.67,239.81,33,7348,MSFT
100,2022-09-23 08:20:00,239.73,239.73,239.51,239.51,129,7348,MSFT
107,2022-09-23 08:21:00,239.55,239.55,239.5,239.5,127,7348,MSFT
112,2022-09-23 08:22:00,239.5,239.7,239.5,239.7,29,7348,MSFT
117,2022-09-23 08:23:00,239.5,239.75,239.5,239.75,59,7348,MSFT
120,2022-09-23 08:24:00,239.7,239.71,239.7,239.71,39,7348,MSFT
130,2022-09-23 08:25:00,239.7,239.7,239.38,239.38,119,7348,MSFT
135,2022-09-23 08:27:00,239.4,239.4,239.3,239.35,115,7348,MSFT
138,2022-09-23 08:28:00,239.35,239.35,239.08,239.08,229,7348,MSFT
143,2022-09-23 08:29:00,239.5,239.5,239.5,239.5,5,7348,MSFT
145,2022-09-23 08:30:00,239.4,239.4,239.22,239.22,5,7348,MSFT
153,2022-09-23 08:31:00,239.25,239.25,239.22,239.22,21,7348,MSFT
159,2022-09-23 08:32:00,239.18,239.18,239.17,239.17,23,7348,MSFT
163,2022-09-23 08:34:00,239.17,239.17,239.17,239.17,5,7348,MSFT
167,2022-09-23 08:35:00,239.3,239.3,239.3,239.3,3,7348,MSFT
174,2022-09-23 08:36:00,239.31,239.31,239.31,239.31,84,7348,MSFT
179,2022-09-23 08:37:00,239.25,239.33,239.25,239.31,82,7348,MSFT
182,2022-09-23 08:38:00,239.45,239.5,239.43,239.43,297,7348,MSFT
197,2022-09-23 08:41:00,239.43,239.43,239.43,239.43,2,7348,MSFT
200,2022-09-23 08:42:00,239.43,239.43,239.25,239.25,66,7348,MSFT
202,2022-09-23 08:43:00,239.25,239.29,239.25,239.29,16,7348,MSFT
204,2022-09-23 08:44:00,239.12,239.12,239.09,239.09,14,7348,MSFT
209,2022-09-23 08:45:00,239.2,239.21,239.2,239.21,105,7348,MSFT
215,2022-09-23 08:47:00,239.21,239.21,239.15,239.15,69,7348,MSFT
225,2022-09-23 08:49:00,239.06,239.06,239.0,239.0,464,7348,MSFT
226,2022-09-23 08:50:00,239.02,239.02,239.02,239.02,1,7348,MSFT
237,2022-09-23 08:53:00,239.05,239.05,239.05,239.05,100,7348,MSFT
240,2022-09-23 08:54:00,238.96,238.96,238.93,238.93,28,7348,MSFT
248,2022-09-23 08:55:00,238.93,238.93,238.8,238.8,114,7348,MSFT
250,2022-09-23 08:56:00,238.82,238.83,238.82,238.83,98,7348,MSFT
257,2022-09-23 08:57:00,238.85,238.91,238.85,238.91,22,7348,MSFT
258,2022-09-23 08:58:00,238.91,238.91,238.9,238.9,218,7348,MSFT
266,2022-09-23 09:00:00,238.84,238.84,238.84,238.84,14,7348,MSFT
272,2022-09-23 09:01:00,238.87,239.0,238.87,238.92,233,7348,MSFT
278,2022-09-23 09:02:00,238.9,238.95,238.61,238.95,233,7348,MSFT
280,2022-09-23 09:03:00,238.58,238.58,238.58,238.58,14,7348,MSFT
282,2022-09-23 09:04:00,238.61,238.61,238.61,238.61,98,7348,MSFT
290,2022-09-23 09:05:00,238.6,238.6,238.55,238.55,278,7348,MSFT
295,2022-09-23 09:06:00,238.6,238.6,238.5,238.5,385,7348,MSFT
296,2022-09-23 09:07:00,238.3,238.3,238.08,238.08,114,7348,MSFT
302,2022-09-23 09:08:00,238.28,238.28,238.28,238.28,3,7348,MSFT
304,2022-09-23 09:09:00,238.5,238.5,238.5,238.5,1,7348,MSFT
310,2022-09-23 09:10:00,238.49,238.49,238.11,238.11,186,7348,MSFT
314,2022-09-23 09:11:00,238.2,238.21,238.2,238.21,36,7348,MSFT
318,2022-09-23 09:12:00,238.33,238.47,238.33,238.47,89,7348,MSFT
322,2022-09-23 09:13:00,238.35,238.35,238.29,238.29,50,7348,MSFT
324,2022-09-23 09:14:00,238.43,238.43,238.43,238.43,5,7348,MSFT
329,2022-09-23 09:15:00,238.46,238.5,238.3,238.3,151,7348,MSFT
331,2022-09-23 09:16:00,238.3,238.3,238.3,238.3,23,7348,MSFT
338,2022-09-23 09:18:00,238.5,238.5,238.3,238.39,1298,7348,MSFT
344,2022-09-23 09:19:00,238.39,238.4,238.39,238.4,213,7348,MSFT
347,2022-09-23 09:20:00,238.35,238.37,238.35,238.37,102,7348,MSFT
353,2022-09-23 09:21:00,238.32,238.32,238.32,238.32,1,7348,MSFT
355,2022-09-23 09:22:00,238.32,238.39,238.32,238.34,57,7348,MSFT
359,2022-09-23 09:23:00,238.4,238.4,238.35,238.35,810,7348,MSFT
366,2022-09-23 09:25:00,238.39,238.39,238.39,238.39,10,7348,MSFT
367,2022-09-23 09:26:00,238.35,238.4,238.35,238.4,297,7348,MSFT
373,2022-09-23 09:27:00,238.45,238.49,238.45,238.49,80,7348,MSFT
380,2022-09-23 09:28:00,238.45,238.45,238.45,238.45,46,7348,MSFT
383,2022-09-23 09:29:00,238.44,238.44,238.22,238.22,580,7348,MSFT
387,2022-09-23 09:30:00,238.17,238.37,238.12,238.37,125,7348,MSFT
389,2022-09-23 09:31:00,238.14,238.14,238.0,238.0,56,7348,MSFT
396,2022-09-23 09:32:00,238.0,238.01,238.0,238.01,413,7348,MSFT
401,2022-09-23 09:33:00,238.05,238.05,238.0,238.0,254,7348,MSFT
403,2022-09-23 09:34:00,238.06,238.06,238.0,238.0,161,7348,MSFT
411,2022-09-23 09:35:00,238.0,238.04,237.62,237.62,425,7348,MSFT
415,2022-09-23 09:36:00,237.8,237.81,237.8,237.81,162,7348,MSFT
418,2022-09-23 09:37:00,237.6,237.6,237.5,237.6,302,7348,MSFT
424,2022-09-23 09:38:00,237.73,237.75,237.6,237.63,835,7348,MSFT
434,2022-09-23 09:39:00,237.63,237.7,237.56,237.61,43,7348,MSFT
437,2022-09-23 09:40:00,237.62,237.62,237.61,237.62,29,7348,MSFT
440,2022-09-23 09:41:00,237.65,237.87,237.65,237.86,7,7348,MSFT
446,2022-09-23 09:42:00,237.63,237.8,237.63,237.8,110,7348,MSFT
448,2022-09-23 09:43:00,237.8,237.87,237.8,237.86,58,7348,MSFT
452,2022-09-23 09:44:00,237.86,237.86,237.86,237.86,53,7348,MSFT
456,2022-09-23 09:45:00,237.7,237.7,237.6,237.6,181,7348,MSFT
463,2022-09-23 09:46:00,237.8,237.8,237.8,237.8,7,7348,MSFT
464,2022-09-23 09:47:00,237.78,237.99,237.78,237.99,272,7348,MSFT
469,2022-09-23 09:48:00,237.97,238.02,237.94,238.02,345,7348,MSFT
477,2022-09-23 09:49:00,238.1,238.1,238.08,238.1,1050,7348,MSFT
480,2022-09-23 09:50:00,238.1,238.18,238.09,238.1,31,7348,MSFT
489,2022-09-23 09:51:00,237.94,237.98,237.92,237.98,15,7348,MSFT
492,2022-09-23 09:52:00,237.9,237.98,237.9,237.98,6,7348,MSFT
496,2022-09-23 09:53:00,237.92,237.92,237.92,237.92,21,7348,MSFT
504,2022-09-23 09:54:00,237.97,237.97,237.97,237.97,1,7348,MSFT
513,2022-09-23 09:56:00,238.0,238.1,238.0,238.1,604,7348,MSFT
523,2022-09-23 09:57:00,238.26,238.36,238.24,238.24,106,7348,MSFT
524,2022-09-23 09:58:00,238.24,238.24,238.24,238.24,130,7348,MSFT
533,2022-09-23 09:59:00,238.24,238.34,238.24,238.25,167,7348,MSFT
537,2022-09-23 10:00:00,238.25,238.45,238.25,238.25,195,7348,MSFT
540,2022-09-23 10:01:00,238.22,238.22,238.22,238.22,11,7348,MSFT
544,2022-09-23 10:03:00,238.0,238.0,237.97,238.0,11,7348,MSFT
551,2022-09-23 10:04:00,237.94,238.0,237.94,238.0,54,7348,MSFT
555,2022-09-23 10:05:00,238.1,238.1,238.1,238.1,6,7348,MSFT
563,2022-09-23 10:06:00,238.22,238.3,238.22,238.3,328,7348,MSFT
566,2022-09-23 10:07:00,238.3,238.3,238.28,238.28,117,7348,MSFT
573,2022-09-23 10:08:00,238.3,238.3,238.05,238.28,32,7348,MSFT
575,2022-09-23 10:09:00,238.28,238.28,238.16,238.16,7,7348,MSFT
576,2022-09-23 10:10:00,238.1,238.1,238.01,238.01,30,7348,MSFT
580,2022-09-23 10:11:00,238.14,238.18,238.14,238.18,103,7348,MSFT
588,2022-09-23 10:13:00,238.18,238.18,238.06,238.06,7,7348,MSFT
592,2022-09-23 10:14:00,238.17,238.2,238.17,238.2,299,7348,MSFT
597,2022-09-23 10:15:00,238.2,238.2,238.2,238.2,1,7348,MSFT
600,2022-09-23 10:17:00,238.19,238.3,238.19,238.25,251,7348,MSFT
607,2022-09-23 10:18:00,238.3,238.3,238.3,238.3,3,7348,MSFT
611,2022-09-23 10:19:00,238.3,238.3,238.17,238.3,214,7348,MSFT
612,2022-09-23 10:20:00,238.2,238.2,238.2,238.2,8,7348,MSFT
618,2022-09-23 10:21:00,238.2,238.2,238.2,238.2,20,7348,MSFT
625,2022-09-23 10:22:00,238.08,238.08,237.98,237.98,310,7348,MSFT
629,2022-09-23 10:23:00,237.88,237.88,237.82,237.82,9,7348,MSFT
635,2022-09-23 10:25:00,238.1,238.1,238.0,238.0,6,7348,MSFT
641,2022-09-23 10:26:00,238.0,238.0,238.0,238.0,1,7348,MSFT
650,2022-09-23 10:28:00,237.9,237.93,237.83,237.83,168,7348,MSFT
657,2022-09-23 10:29:00,237.9,237.91,237.8,237.8,1022,7348,MSFT
665,2022-09-23 10:31:00,237.87,237.88,237.57,237.57,118,7348,MSFT
669,2022-09-23 10:32:00,237.65,237.65,237.65,237.65,12,7348,MSFT
673,2022-09-23 10:33:00,237.55,237.66,237.55,237.66,11,7348,MSFT
687,2022-09-23 10:36:00,237.6,237.6,237.36,237.58,47,7348,MSFT
690,2022-09-23 10:37:00,237.5,237.5,237.5,237.5,1,7348,MSFT
695,2022-09-23 10:38:00,237.67,237.7,237.67,237.7,61,7348,MSFT
698,2022-09-23 10:39:00,237.79,237.79,237.72,237.79,14,7348,MSFT
700,2022-09-23 10:40:00,237.79,237.79,237.77,237.77,15,7348,MSFT
702,2022-09-23 10:41:00,237.77,237.77,237.77,237.77,3,7348,MSFT
708,2022-09-23 10:43:00,237.7,237.8,237.7,237.8,10,7348,MSFT
715,2022-09-23 10:44:00,237.7,237.7,237.7,237.7,6,7348,MSFT
720,2022-09-23 10:45:00,237.72,237.8,237.66,237.72,33,7348,MSFT
725,2022-09-23 10:46:00,237.68,237.68,237.61,237.61,126,7348,MSFT
728,2022-09-23 10:47:00,237.63,237.63,237.63,237.63,26,7348,MSFT
734,2022-09-23 10:48:00,237.7,237.7,237.7,237.7,10,7348,MSFT
738,2022-09-23 10:49:00,237.7,237.7,237.65,237.65,40,7348,MSFT
741,2022-09-23 10:50:00,237.65,237.78,237.65,237.78,15,7348,MSFT
746,2022-09-23 10:51:00,237.66,237.66,237.5,237.63,128,7348,MSFT
750,2022-09-23 10:52:00,237.66,237.75,237.66,237.75,117,7348,MSFT
763,2022-09-23 10:54:00,237.61,237.66,237.6,237.66,210,7348,MSFT
769,2022-09-23 10:55:00,237.63,237.63,237.49,237.49,332,7348,MSFT
782,2022-09-23 10:56:00,237.41,237.41,237.41,237.41,15,7348,MSFT
791,2022-09-23 10:57:00,237.41,237.45,237.41,237.45,42,7348,MSFT
801,2022-09-23 10:58:00,237.45,237.59,237.41,237.51,361,7348,MSFT
804,2022-09-23 10:59:00,237.48,237.65,237.36,237.6,423,7348,MSFT
826,2022-09-23 11:00:00,237.66,238.11,237.66,238.01,1277,7348,MSFT
838,2022-09-23 11:01:00,237.97,237.97,237.81,237.81,10,7348,MSFT
846,2022-09-23 11:02:00,237.61,237.81,237.59,237.81,24,7348,MSFT
852,2022-09-23 11:03:00,237.72,237.72,237.6,237.68,871,7348,MSFT
860,2022-09-23 11:04:00,237.65,237.68,237.65,237.68,125,7348,MSFT
862,2022-09-23 11:05:00,237.63,237.63,237.54,237.54,30,7348,MSFT
876,2022-09-23 11:06:00,237.67,237.76,237.67,237.76,42,7348,MSFT
882,2022-09-23 11:07:00,237.76,237.76,237.76,237.76,2,7348,MSFT
884,2022-09-23 11:08:00,237.69,237.69,237.64,237.64,21,7348,MSFT
896,2022-09-23 11:09:00,237.74,237.74,237.51,237.58,63,7348,MSFT
903,2022-09-23 11:10:00,237.49,237.5,237.49,237.5,103,7348,MSFT
911,2022-09-23 11:11:00,237.51,237.59,237.5,237.55,211,7348,MSFT
922,2022-09-23 11:12:00,237.53,237.59,237.53,237.59,215,7348,MSFT
927,2022-09-23 11:13:00,237.63,237.63,237.5,237.52,243,7348,MSFT
933,2022-09-23 11:14:00,237.52,237.59,237.52,237.57,122,7348,MSFT
935,2022-09-23 11:15:00,237.53,237.53,237.44,237.44,380,7348,MSFT
942,2022-09-23 11:16:00,237.48,237.55,237.48,237.55,157,7348,MSFT
951,2022-09-23 11:17:00,237.63,237.63,237.6,237.6,85,7348,MSFT
955,2022-09-23 11:18:00,237.62,237.63,237.55,237.55,489,7348,MSFT
964,2022-09-23 11:19:00,237.5,237.5,237.37,237.37,212,7348,MSFT
968,2022-09-23 11:20:00,237.3,237.39,237.3,237.32,246,7348,MSFT
977,2022-09-23 11:22:00,237.37,237.41,237.37,237.4,238,7348,MSFT
987,2022-09-23 11:23:00,237.44,237.45,237.44,237.45,30,7348,MSFT
994,2022-09-23 11:24:00,237.54,237.54,237.54,237.54,100,7348,MSFT
996,2022-09-23 11:25:00,237.5,237.77,237.49,237.77,790,7348,MSFT
1010,2022-09-23 11:26:00,237.69,237.73,237.69,237.72,374,7348,MSFT
1012,2022-09-23 11:27:00,237.73,237.79,237.73,237.74,124,7348,MSFT
1027,2022-09-23 11:29:00,237.7,237.72,237.7,237.72,2,7348,MSFT
1028,2022-09-23 11:30:00,237.69,237.71,237.69,237.71,100,7348,MSFT
1036,2022-09-23 11:31:00,237.63,237.63,237.62,237.62,524,7348,MSFT
1042,2022-09-23 11:32:00,237.55,237.55,237.53,237.53,68,7348,MSFT
1044,2022-09-23 11:33:00,237.53,237.65,237.5,237.65,67,7348,MSFT
1061,2022-09-23 11:34:00,237.65,237.73,237.64,237.68,428,7348,MSFT
1068,2022-09-23 11:35:00,237.65,237.65,237.65,237.65,100,7348,MSFT
1072,2022-09-23 11:36:00,237.64,237.78,237.63,237.78,454,7348,MSFT
